rfq_id,product_type,basket_type,autocall_barrier_pct,protection_barrier_pct,no_call_period_months,observation_frequency_days,quoted_implied_vol,notional_credits,counterparty,trader_id,requested_date,executed,start_date,end_date,avg_duration_months,structural_base_vol_mean,structural_base_vol_max,structural_base_vol_min,structural_base_vol_std,realized_vol_63d_mean,realized_vol_63d_max,realized_vol_63d_min,realized_vol_63d_std,n_underlyings
RFQ-000779,Kessel Run Snowball,worst_of,1.0,0.5262,4,1,0.2516,1000000,Nal Hutta Traders,TRD-038,2016-12-09,True,2016-12-12,2024-07-14,28.91,0.28,0.3,0.26,0.028284271247461867,0.3453925212536158,0.4184600909222439,0.2723249515849877,0.10333314799501485,2
RFQ-001215,Death Star Phoenix Note,worst_of,1.0218,0.602,2,60,0.3686,250000,Chandrila Sovereign Fund,TRD-025,2016-12-09,False,,,,0.38,0.5,0.26,0.16970562748477142,0.6447640543371022,1.0172031570892166,0.2723249515849877,0.5267084302701069,2
RFQ-001305,Kessel Run Snowball,worst_of,1.0,0.6332,5,180,0.1987,250000,Banco de Coruscant,TRD-033,2016-12-09,False,,,,0.20500000000000002,0.26,0.15,0.07778174593052023,0.2192703970121698,0.2723249515849877,0.1662158424393519,0.07503047062254259,2
RFQ-003227,Sith Eternal Snowball,worst_of,1.0,0.5921,4,30,0.3325,5000000,Banco de Coruscant,TRD-027,2016-12-09,False,,,,0.30666666666666664,0.42,0.18,0.12055427546683417,0.35584699406766246,0.4794131421904004,0.2279877968282662,0.1257676380300419,3
RFQ-005853,Death Star Phoenix Note,worst_of,0.9505,0.6125,2,30,0.4396,250000,Alderaan Wealth Partners,TRD-001,2016-12-09,False,,,,0.45999999999999996,0.5,0.42,0.05656854249492379,0.7483081496398085,1.0172031570892166,0.4794131421904004,0.38027496638936736,2
RFQ-008542,Wretched Hive Digital,worst_of,1.3654,0.6,0,30,0.1125,250000,Chandrila Sovereign Fund,TRD-037,2016-12-09,True,2016-12-14,2024-07-22,83.79,0.13,0.15,0.11,0.0282842712474619,0.15857396173124444,0.1662158424393519,0.150932081023137,0.010807251339442868,2
RFQ-009518,Holocron Reverse Convertible,single,1.1679,0.7726,0,30,0.2383,250000,Kamino Cloning Trust,TRD-011,2016-12-09,True,2016-12-10,2025-04-01,31.41,0.22,0.22,0.22,0.0,0.2559064223248954,0.2559064223248954,0.2559064223248954,0.0,1
RFQ-012735,Kessel Run Snowball,worst_of,1.0,0.5845,4,1,0.2896,100000,Alderaan Wealth Partners,TRD-029,2016-12-09,True,2016-12-13,2024-03-10,26.93,0.265,0.42,0.11,0.2192031021678297,0.3151726116067687,0.4794131421904004,0.150932081023137,0.23227118584272505,2
RFQ-013841,Mandalorian Twin-Win,single,1.3301,0.8257,0,30,0.2038,500000,Jabba Asset Management,TRD-019,2016-12-09,True,2016-12-09,2019-07-17,8.18,0.18,0.18,0.18,0.0,0.2279877968282662,0.2279877968282662,0.2279877968282662,0.0,1
RFQ-018630,Holocron Reverse Convertible,single,1.2998,0.7421,0,90,0.329,500000,Kamino Cloning Trust,TRD-032,2016-12-09,True,2016-12-09,2019-10-31,22.28,0.31,0.31,0.31,0.0,0.3274437012607699,0.3274437012607699,0.3274437012607699,0.0,1
RFQ-021274,Holocron Reverse Convertible,single,1.2391,0.8086,0,90,0.2674,100000,Corellian Capital,TRD-033,2016-12-09,False,,,,0.27,0.27,0.27,0.0,0.3370900198768854,0.3370900198768854,0.3370900198768854,0.0,1
RFQ-021800,Sith Eternal Snowball,worst_of,1.0,0.6473,2,365,0.2675,500000,First Order Financial,TRD-032,2016-12-09,True,2016-12-13,2021-05-11,41.81,0.25333333333333335,0.31,0.15,0.08962886439832501,0.3040398782074552,0.4184600909222439,0.1662158424393519,0.12774033984340222,3
RFQ-024921,Death Star Phoenix Note,worst_of,1.0239,0.6014,1,30,0.2013,1000000,First Order Financial,TRD-013,2016-12-09,False,,,,0.23,0.32,0.14,0.12727922061357855,0.2652711515609591,0.3601400431843207,0.1704022599375975,0.1341648731810613,2
RFQ-000472,Sith Eternal Snowball,worst_of,1.0,0.5603,0,30,0.2078,100000,Alderaan Wealth Partners,TRD-007,2016-12-12,True,2016-12-13,2020-01-07,15.49,0.19999999999999998,0.31,0.11,0.1014889156509222,0.23699655960498497,0.3314188679038501,0.1515529151649747,0.09026850249219585,3
RFQ-004206,Sith Eternal Snowball,worst_of,1.0,0.5518,5,90,0.3518,1000000,Alderaan Wealth Partners,TRD-009,2016-12-12,True,2016-12-17,2026-01-18,105.6,0.35000000000000003,0.5,0.27,0.13,0.5551366576042162,1.0004170844465787,0.3235069707215212,0.3857289262290329,3
RFQ-005462,Holocron Reverse Convertible,single,1.2002,0.7634,0,180,0.168,1000000,Jabba Asset Management,TRD-035,2016-12-12,True,2016-12-16,2023-03-01,50.7,0.14,0.14,0.14,0.0,0.1453820196406415,0.1453820196406415,0.1453820196406415,0.0,1
RFQ-009250,Sith Eternal Snowball,worst_of,1.0,0.588,6,60,0.2278,2000000,First Order Financial,TRD-015,2016-12-12,True,2016-12-16,2022-10-30,50.98,0.21333333333333335,0.28,0.14,0.07023769168568493,0.24557696803699566,0.3414859176445487,0.1453820196406415,0.09812217915586115,3
RFQ-009900,Holocron Reverse Convertible,single,1.1833,0.7026,0,180,0.1981,500000,Banco de Coruscant,TRD-005,2016-12-12,False,,,,0.18,0.18,0.18,0.0,0.2280178957461301,0.2280178957461301,0.2280178957461301,0.0,1
RFQ-013936,Wretched Hive Digital,worst_of,1.1736,0.6,0,30,0.1805,250000,Jabba Asset Management,TRD-034,2016-12-12,True,2016-12-16,2024-10-21,44.82,0.16,0.18,0.14,0.028284271247461888,0.18669995769338582,0.2280178957461301,0.1453820196406415,0.05843238836348236,2
RFQ-014032,Mandalorian Twin-Win,single,1.3591,0.7849,0,30,0.5463,100000,Alderaan Wealth Partners,TRD-008,2016-12-12,False,,,,0.5,0.5,0.5,0.0,1.0004170844465787,1.0004170844465787,1.0004170844465787,0.0,1
RFQ-014074,Death Star Phoenix Note,worst_of,0.953,0.6743,3,30,0.2627,500000,First Order Financial,TRD-001,2016-12-12,False,,,,0.22,0.26,0.18,0.05656854249492382,0.24945865597509248,0.2708994162040549,0.2280178957461301,0.030321813903388273,2
RFQ-017295,Sith Eternal Snowball,worst_of,1.0,0.6261,0,365,0.3414,250000,Banco de Coruscant,TRD-022,2016-12-12,False,,,,0.32,0.5,0.14,0.18000000000000002,0.5031796124897235,1.0004170844465787,0.1453820196406415,0.44424525931754877,3
RFQ-018919,Kessel Run Snowball,worst_of,1.0,0.6354,6,90,0.3552,500000,Corellian Capital,TRD-036,2016-12-12,True,2016-12-17,2022-12-21,60.3,0.41000000000000003,0.5,0.32,0.12727922061357852,0.6820784089142646,1.0004170844465787,0.3637397333819504,0.4501988723656868,2
RFQ-019036,Mandalorian Twin-Win,single,1.2422,0.8484,0,90,0.2384,250000,Kamino Cloning Trust,TRD-017,2016-12-12,True,2016-12-16,2023-08-06,45.35,0.22,0.22,0.22,0.0,0.2498629668257967,0.2498629668257967,0.2498629668257967,0.0,1
RFQ-019459,Mandalorian Twin-Win,single,1.2092,0.7984,0,365,0.31,100000,Banco de Coruscant,TRD-026,2016-12-12,False,,,,0.28,0.28,0.28,0.0,0.3414859176445487,0.3414859176445487,0.3414859176445487,0.0,1
RFQ-001104,Holocron Reverse Convertible,single,1.1785,0.7458,0,30,0.1709,100000,Banco de Coruscant,TRD-033,2016-12-13,False,,,,0.15,0.15,0.15,0.0,0.1604941812598366,0.1604941812598366,0.1604941812598366,0.0,1
RFQ-006087,Kessel Run Snowball,worst_of,1.0,0.6301,5,180,0.3398,1000000,Chandrila Sovereign Fund,TRD-037,2016-12-13,True,2016-12-18,2022-08-23,45.14,0.365,0.42,0.31,0.07778174593052022,0.40530086077991495,0.4803577733027702,0.3302439482570597,0.10614650363967287,2
RFQ-007258,Wretched Hive Digital,worst_of,1.3519,0.6,0,30,0.1328,250000,Chandrila Sovereign Fund,TRD-011,2016-12-13,True,2016-12-17,2022-07-01,60.87,0.145,0.18,0.11,0.04949747468305832,0.18782827508421465,0.2245013548160338,0.1511551953523955,0.05186356673072852,2
RFQ-007757,Kessel Run Snowball,worst_of,1.0,0.5094,3,90,0.2669,100000,Corellian Capital,TRD-025,2016-12-13,False,,,,0.23,0.32,0.14,0.12727922061357855,0.2502042787482288,0.3562463415563227,0.1441622159401349,0.14996612340522597,2
RFQ-011107,Death Star Phoenix Note,worst_of,0.9702,0.5699,2,30,0.3246,500000,Alderaan Wealth Partners,TRD-024,2016-12-13,True,2016-12-16,2024-08-08,23.77,0.29500000000000004,0.31,0.28,0.021213203435596427,0.334963844146387,0.3396837400357143,0.3302439482570597,0.006674940779675641,2
RFQ-012529,Death Star Phoenix Note,worst_of,1.0237,0.6376,3,30,0.2606,2000000,Chandrila Sovereign Fund,TRD-022,2016-12-13,True,2016-12-14,2024-06-04,22.87,0.23,0.28,0.18,0.07071067811865478,0.28209254742587403,0.3396837400357143,0.2245013548160338,0.08144624566207723,2
RFQ-013556,Holocron Reverse Convertible,single,1.1926,0.7702,0,30,0.2811,100000,Jabba Asset Management,TRD-035,2016-12-13,True,2016-12-13,2021-09-28,23.37,0.3,0.3,0.3,0.0,0.414352595511435,0.414352595511435,0.414352595511435,0.0,1
RFQ-015399,Wretched Hive Digital,worst_of,1.399,0.6,0,90,0.4277,100000,Banco de Coruscant,TRD-013,2016-12-13,False,,,,0.36,0.5,0.22,0.1979898987322333,0.6259617797624545,1.0012050395207874,0.2507185200041215,0.5306741071393247,2
RFQ-016017,Death Star Phoenix Note,worst_of,0.9559,0.5819,3,30,0.2206,100000,Alderaan Wealth Partners,TRD-016,2016-12-13,True,2016-12-16,2020-01-07,12.3,0.22999999999999998,0.35,0.11,0.1697056274847714,0.27531034847967134,0.3994655016069472,0.1511551953523955,0.17558190139110189,2
RFQ-017370,Death Star Phoenix Note,worst_of,1.0422,0.562,2,30,0.2094,1000000,First Order Financial,TRD-005,2016-12-13,True,2016-12-14,2026-02-01,47.37,0.23,0.32,0.14,0.12727922061357855,0.2502042787482288,0.3562463415563227,0.1441622159401349,0.14996612340522594,2
RFQ-019958,Kessel Run Snowball,worst_of,1.0,0.6058,6,30,0.3112,100000,Nal Hutta Traders,TRD-018,2016-12-13,True,2016-12-16,2025-05-31,38.08,0.29500000000000004,0.32,0.27,0.03535533905932735,0.33124923658613803,0.3562463415563227,0.3062521316159533,0.03535124486889905,2
RFQ-022096,Kessel Run Snowball,worst_of,1.0,0.6114,6,180,0.372,1000000,Corellian Capital,TRD-024,2016-12-13,False,,,,0.35,0.42,0.28,0.09899494936611665,0.4100207566692422,0.4803577733027702,0.3396837400357143,0.09947156285999723,2
RFQ-023752,Kessel Run Snowball,worst_of,1.0,0.5686,3,30,0.1407,500000,Banco de Coruscant,TRD-028,2016-12-13,True,2016-12-13,2022-09-27,25.67,0.14500000000000002,0.15,0.14,0.007071067811865472,0.15232819859998575,0.1604941812598366,0.1441622159401349,0.011548443427664602,2
RFQ-000090,Death Star Phoenix Note,worst_of,1.0143,0.5681,0,60,0.2219,100000,Kamino Cloning Trust,TRD-026,2016-12-14,True,2016-12-19,2022-09-25,21.01,0.23,0.28,0.18,0.07071067811865478,0.2798522602969486,0.3378330891305063,0.2218714314633909,0.08199727449405031,2
RFQ-000151,Wretched Hive Digital,worst_of,1.1913,0.6,0,30,0.2284,500000,Banco de Coruscant,TRD-003,2016-12-14,True,2016-12-14,2022-02-26,44.5,0.24,0.26,0.22,0.028284271247461894,0.2606284110972046,0.2634888064749652,0.2577680157194439,0.004045209936978435,2
RFQ-004269,Wretched Hive Digital,worst_of,1.1922,0.6,0,30,0.4582,100000,Chandrila Sovereign Fund,TRD-036,2016-12-14,False,,,,0.385,0.42,0.35,0.04949747468305831,0.4314823425136438,0.4709626006126218,0.3920020844146658,0.05583351644956491,2
RFQ-004905,Wretched Hive Digital,worst_of,1.2921,0.6,0,30,0.377,500000,First Order Financial,TRD-030,2016-12-14,True,2016-12-15,2019-07-19,27.54,0.32,0.42,0.22,0.14142135623730948,0.36436530816603285,0.4709626006126218,0.2577680157194439,0.15075133669021717,2
RFQ-005855,Kessel Run Snowball,worst_of,1.0,0.5727,4,90,0.2151,250000,Chandrila Sovereign Fund,TRD-026,2016-12-14,True,2016-12-18,2022-11-16,37.48,0.245,0.35,0.14,0.14849242404917495,0.2674271574481143,0.3920020844146658,0.1428522304815628,0.17617555124773496,2
RFQ-012080,Mandalorian Twin-Win,single,1.2182,0.7531,0,30,0.1233,250000,Nal Hutta Traders,TRD-020,2016-12-14,False,,,,0.11,0.11,0.11,0.0,0.1524750406921655,0.1524750406921655,0.1524750406921655,0.0,1
RFQ-015398,Kessel Run Snowball,worst_of,1.0,0.6067,6,1,0.2177,2000000,Alderaan Wealth Partners,TRD-003,2016-12-14,False,,,,0.2,0.22,0.18,0.028284271247461915,0.2398197235914174,0.2577680157194439,0.2218714314633909,0.02538271814888935,2
RFQ-015794,Wretched Hive Digital,worst_of,1.3249,0.6,0,90,0.3335,1000000,Kamino Cloning Trust,TRD-024,2016-12-14,False,,,,0.285,0.42,0.15,0.19091883092036782,0.3137103576573862,0.4709626006126218,0.1564581147021506,0.22238825470088316,2
RFQ-020747,Death Star Phoenix Note,worst_of,1.005,0.6771,3,60,0.3518,2000000,First Order Financial,TRD-032,2016-12-14,False,,,,0.325,0.5,0.15,0.24748737341529167,0.562652327554965,0.9688465404077794,0.1564581147021506,0.5744453647739138,2
RFQ-023503,Sith Eternal Snowball,worst_of,1.0,0.6101,0,90,0.2502,1000000,Kamino Cloning Trust,TRD-013,2016-12-14,False,,,,0.24333333333333332,0.3,0.15,0.0814452781524708,0.3011613587446013,0.4091928724011471,0.1564581147021506,0.130297069400716,3
RFQ-003975,Death Star Phoenix Note,worst_of,1.046,0.6739,2,90,0.464,100000,Banco de Coruscant,TRD-023,2016-12-15,True,2016-12-16,2023-02-25,68.39,0.425,0.5,0.35,0.10606601717798214,0.6772996798726663,0.9646643553324756,0.389935004412857,0.4063950213822053,2
RFQ-005783,Death Star Phoenix Note,worst_of,0.9705,0.6497,0,180,0.1376,500000,Jabba Asset Management,TRD-010,2016-12-15,False,,,,0.13,0.15,0.11,0.02828427124746189,0.15361533987808565,0.1547796346931939,0.1524510450629774,0.0016465615181267496,2
RFQ-006464,Mandalorian Twin-Win,single,1.2348,0.7548,0,180,0.4915,100000,Alderaan Wealth Partners,TRD-023,2016-12-15,True,2016-12-17,2024-07-08,25.18,0.42,0.42,0.42,0.0,0.4862026716955174,0.4862026716955174,0.4862026716955174,0.0,1
RFQ-007245,Mandalorian Twin-Win,single,1.2283,0.8066,0,180,0.3564,500000,First Order Financial,TRD-029,2016-12-15,False,,,,0.32,0.32,0.32,0.0,0.3563509371758299,0.3563509371758299,0.3563509371758299,0.0,1
RFQ-008753,Wretched Hive Digital,worst_of,1.3369,0.6,0,180,0.2898,250000,Alderaan Wealth Partners,TRD-033,2016-12-15,True,2016-12-15,2026-12-15,97.62,0.285,0.35,0.22,0.09192388155425117,0.3238970046218477,0.389935004412857,0.2578590048308384,0.09339183493643699,2
RFQ-008850,Wretched Hive Digital,worst_of,1.2026,0.6,0,30,0.2086,500000,Nal Hutta Traders,TRD-015,2016-12-15,False,,,,0.2,0.22,0.18,0.028284271247461915,0.24040314319386485,0.2578590048308384,0.2229472815568913,0.024686316269916207,2
RFQ-009820,Death Star Phoenix Note,worst_of,1.009,0.6857,0,60,0.41,100000,Jabba Asset Management,TRD-005,2016-12-15,True,2016-12-18,2019-12-27,19.63,0.37,0.42,0.32,0.07071067811865474,0.4212768044356736,0.4862026716955174,0.3563509371758299,0.09181904202770633,2
RFQ-012993,Wretched Hive Digital,worst_of,1.1667,0.6,0,365,0.2244,1000000,Kamino Cloning Trust,TRD-032,2016-12-15,True,2016-12-18,2026-03-13,86.52,0.21,0.31,0.11,0.1414213562373095,0.24084519016942735,0.3292393352758773,0.1524510450629774,0.12500819884391684,2
RFQ-018843,Kessel Run Snowball,worst_of,1.0,0.6017,5,90,0.2926,500000,First Order Financial,TRD-020,2016-12-15,False,,,,0.285,0.35,0.22,0.09192388155425117,0.3238970046218477,0.389935004412857,0.2578590048308384,0.09339183493643699,2
RFQ-018903,Kessel Run Snowball,worst_of,1.0,0.6034,5,30,0.1902,500000,First Order Financial,TRD-009,2016-12-15,True,2016-12-20,2026-06-19,41.68,0.19,0.27,0.11,0.11313708498984763,0.2167506658565278,0.2810502866500782,0.1524510450629774,0.09093339578168604,2
RFQ-020792,Holocron Reverse Convertible,single,1.1783,0.7052,0,180,0.3215,250000,Nal Hutta Traders,TRD-003,2016-12-15,False,,,,0.3,0.3,0.3,0.0,0.4055876584797336,0.4055876584797336,0.4055876584797336,0.0,1
RFQ-005023,Death Star Phoenix Note,worst_of,1.0026,0.6338,2,90,0.2123,2000000,Banco de Coruscant,TRD-035,2016-12-16,True,2016-12-17,2019-12-19,19.19,0.195,0.28,0.11,0.12020815280171311,0.24000422328085155,0.3278605391017192,0.1521479074599839,0.12424759337400494,2
RFQ-012574,Mandalorian Twin-Win,single,1.3837,0.7954,0,60,0.1361,5000000,First Order Financial,TRD-021,2016-12-16,False,,,,0.14,0.14,0.14,0.0,0.1428341526863313,0.1428341526863313,0.1428341526863313,0.0,1
RFQ-013311,Mandalorian Twin-Win,single,1.2765,0.7603,0,1,0.4391,100000,Banco de Coruscant,TRD-037,2016-12-16,True,2016-12-19,2026-03-29,12.98,0.42,0.42,0.42,0.0,0.4856870474295012,0.4856870474295012,0.4856870474295012,0.0,1
RFQ-015952,Mandalorian Twin-Win,single,1.2258,0.7817,0,90,0.4757,100000,Jabba Asset Management,TRD-034,2016-12-16,True,2016-12-16,2019-08-19,9.73,0.5,0.5,0.5,0.0,0.9552628198425605,0.9552628198425605,0.9552628198425605,0.0,1
RFQ-023654,Sith Eternal Snowball,worst_of,1.0,0.5809,4,30,0.2625,500000,First Order Financial,TRD-038,2016-12-16,False,,,,0.2366666666666667,0.32,0.11,0.1115048578911849,0.27874038487134256,0.3562127080523246,0.1521479074599839,0.11054502645487915,3
RFQ-002384,Kessel Run Snowball,worst_of,1.0,0.5445,3,180,0.2847,100000,Nal Hutta Traders,TRD-039,2016-12-19,False,,,,0.285,0.35,0.22,0.09192388155425116,0.319084200226747,0.3785338977485757,0.2596345027049183,0.08407456851434834,2
RFQ-011365,Wretched Hive Digital,worst_of,1.3918,0.6,0,90,0.2643,500000,Corellian Capital,TRD-021,2016-12-19,False,,,,0.245,0.27,0.22,0.0353553390593274,0.2768173597513659,0.2940002167978136,0.2596345027049183,0.024300229475404386,2
RFQ-012140,Holocron Reverse Convertible,single,1.2865,0.7909,0,180,0.34,500000,First Order Financial,TRD-028,2016-12-19,True,2016-12-24,2020-05-25,24.94,0.32,0.32,0.32,0.0,0.3524723227296804,0.3524723227296804,0.3524723227296804,0.0,1
RFQ-014815,Holocron Reverse Convertible,single,1.3944,0.7578,0,60,0.4098,250000,Jabba Asset Management,TRD-005,2016-12-19,False,,,,0.35,0.35,0.35,0.0,0.3785338977485757,0.3785338977485757,0.3785338977485757,0.0,1
RFQ-015749,Sith Eternal Snowball,worst_of,1.0,0.6236,2,60,0.308,1000000,Chandrila Sovereign Fund,TRD-032,2016-12-19,False,,,,0.31666666666666665,0.42,0.26,0.089628864398325,0.34563682555832037,0.4864267977499017,0.2564834621272459,0.12336222648174187,3
RFQ-019856,Mandalorian Twin-Win,single,1.2195,0.7847,0,60,0.131,100000,First Order Financial,TRD-022,2016-12-19,True,2016-12-19,2020-10-17,35.69,0.11,0.11,0.11,0.0,0.150755721917056,0.150755721917056,0.150755721917056,0.0,1
RFQ-020932,Kessel Run Snowball,worst_of,1.0,0.6454,3,30,0.3033,500000,Chandrila Sovereign Fund,TRD-023,2016-12-19,True,2016-12-22,2022-06-15,25.52,0.32499999999999996,0.35,0.3,0.03535533905932735,0.39257492830324514,0.4066159588579146,0.3785338977485757,0.01985701584010853,2
RFQ-004359,Mandalorian Twin-Win,single,1.1927,0.7954,0,90,0.2312,100000,Chandrila Sovereign Fund,TRD-010,2016-12-20,True,2016-12-24,2019-09-21,23.81,0.22,0.22,0.22,0.0,0.2491472464907243,0.2491472464907243,0.2491472464907243,0.0,1
RFQ-006636,Sith Eternal Snowball,worst_of,1.0,0.6353,2,180,0.2759,100000,Chandrila Sovereign Fund,TRD-030,2016-12-20,True,2016-12-21,2019-01-03,21.61,0.25,0.31,0.14,0.09539392014169455,0.29034830916621773,0.4008355967300425,0.1448337060000248,0.13154629087536793,3
RFQ-007190,Holocron Reverse Convertible,single,1.3374,0.7072,0,30,0.3293,1000000,Corellian Capital,TRD-003,2016-12-20,True,2016-12-24,2025-09-24,28.54,0.35,0.35,0.35,0.0,0.3729263735514743,0.3729263735514743,0.3729263735514743,0.0,1
RFQ-010190,Holocron Reverse Convertible,single,1.2057,0.743,0,30,0.3762,500000,Banco de Coruscant,TRD-029,2016-12-20,False,,,,0.42,0.42,0.42,0.0,0.4523454478717694,0.4523454478717694,0.4523454478717694,0.0,1
RFQ-010271,Sith Eternal Snowball,worst_of,1.0,0.6035,1,90,0.3323,5000000,Kamino Cloning Trust,TRD-019,2016-12-20,False,,,,0.2833333333333333,0.35,0.18,0.09073771725877465,0.30866589719785315,0.3729263735514743,0.2110693635551744,0.08592375956579228,3
RFQ-012072,Sith Eternal Snowball,worst_of,1.0,0.6334,1,180,0.1741,100000,Jabba Asset Management,TRD-010,2016-12-20,False,,,,0.20333333333333334,0.32,0.14,0.10115993936995679,0.2129902135922256,0.3420019544869108,0.1448337060000248,0.11178707044229871,3
RFQ-012227,Sith Eternal Snowball,worst_of,1.0,0.6024,5,30,0.3194,500000,Banco de Coruscant,TRD-010,2016-12-20,True,2016-12-23,2022-06-28,40.76,0.28,0.31,0.26,0.026457513110645915,0.29111596909038073,0.3253756247685859,0.2564031607388731,0.03448846487003296,3
RFQ-018715,Mandalorian Twin-Win,single,1.2107,0.7714,0,30,0.16,250000,Banco de Coruscant,TRD-003,2016-12-20,True,2016-12-25,2023-10-08,56.44,0.14,0.14,0.14,0.0,0.1448337060000248,0.1448337060000248,0.1448337060000248,0.0,1
RFQ-019662,Sith Eternal Snowball,worst_of,1.0,0.6272,4,365,0.3204,100000,First Order Financial,TRD-003,2016-12-20,True,2016-12-21,2021-12-15,55.5,0.32,0.5,0.14,0.18000000000000002,0.4763247886145721,0.9421387053567808,0.1448337060000248,0.4152779591139946,3
RFQ-001101,Kessel Run Snowball,worst_of,1.0,0.5632,3,60,0.3209,100000,Chandrila Sovereign Fund,TRD-033,2016-12-21,True,2016-12-22,2026-10-09,50.27,0.28500000000000003,0.31,0.26,0.03535533905932735,0.2849904574413092,0.3157186485909005,0.2542622662917179,0.04345622467094492,2
RFQ-003439,Mandalorian Twin-Win,single,1.1654,0.7651,0,60,0.2378,1000000,Chandrila Sovereign Fund,TRD-003,2016-12-21,False,,,,0.27,0.27,0.27,0.0,0.2912791597479123,0.2912791597479123,0.2912791597479123,0.0,1
RFQ-006534,Sith Eternal Snowball,worst_of,1.0,0.5627,3,60,0.3992,1000000,Banco de Coruscant,TRD-010,2016-12-21,False,,,,0.39999999999999997,0.5,0.28,0.11135528725660043,0.5735389714018708,0.943558638707049,0.3223347911064957,0.3272118689350088,3
RFQ-013452,Wretched Hive Digital,worst_of,1.2321,0.6,0,90,0.2963,500000,Banco de Coruscant,TRD-035,2016-12-21,True,2016-12-24,2022-12-01,58.85,0.265,0.27,0.26,0.007071067811865481,0.2727707130198151,0.2912791597479123,0.2542622662917179,0.026174896381335005,2
RFQ-014738,Wretched Hive Digital,worst_of,1.2434,0.6,0,365,0.1293,100000,Chandrila Sovereign Fund,TRD-030,2016-12-21,True,2016-12-21,2023-07-31,59.43,0.145,0.18,0.11,0.04949747468305832,0.17752931485844825,0.2017633671861488,0.1532952625307477,0.03427212547309338,2
RFQ-019646,Mandalorian Twin-Win,single,1.2278,0.7998,0,60,0.2853,100000,First Order Financial,TRD-021,2016-12-21,True,2016-12-21,2022-02-19,27.47,0.28,0.28,0.28,0.0,0.3223347911064957,0.3223347911064957,0.3223347911064957,0.0,1
